is_offensive,text
Not_offensive,2.7k rashmika fans
Not_offensive,Pakk film sound madee  madutte annoruu like madii..
Offensive_Targeted_Insult_Individual,yarappa ee hadannu dislike madiddu !!! mostly Rashmika 1.1k sarthi dislike maadirbeku ha ha ha ha
not-Kannada,Exhalant movie
Offensive_Targeted_Insult_Individual,@Gajendra hv ayyo bewarsi
Not_offensive,Wet madbeku allwa🥰
Not_offensive,Kannadada chanukya namma rakshit shetty bro na yochanegalu...... Dislike madiroru rashmika fans irbeku ......
not-Kannada,Rama rama tusu daksha jaripa‍
Not_offensive,100 million song idu
Not_offensive,Super creative kannadiga
Not_offensive,Namma Rajyada young entrepreneur ge support maadi.
not-Kannada,Superb movie sir.... awesome
not-Kannada,Vere level  thinking sir
Not_offensive,What a making 🤭🤭🤭 suppppperrrrr rakshith Shetty bro...ur a genius...Nam kannada indestry and kannadigru yargu yavdhrallu kadme Ella.. hatsup sir
Not_offensive,ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro
not-Kannada,Hahaha super bro
Not_offensive,Nama village ge bandidru
Not_offensive,ಚೈನಾ ಟಿಕ್ ಟಾಕ್ ಯೂಸ್ ಮಾಡ್ಕೊಂಡು ಚೈನಾ ಬಗ್ಗೆ
not-Kannada,I am from Andhra Pradesh
Not_offensive,ಸುಪರ್ ಇಟ್ ಸಾಂಗ್ ಡಿ ಬಾಸ್ ಆಗಲೇ ಬೇಕಿತ್ತು ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ
not-Kannada,Why does it sound like 'swag se karenge sab ka swagat'? Otherwise it's awesome
not-Kannada,Super duper song ASN
Not_offensive,Nanu kuda direction course kalita iddene...nimma e mail I'd idre send Madi bro...nanu ondu script bardiddene... Trying hard make film ....
Offensive_Targeted_Insult_Individual,Ninige bere kelsa ilvaa madoke
not-Kannada,മലയാളീസ് ഹാൻഡ്‌സ് അപ്പ്‌
Not_offensive,ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್ ಆಲ್ ದ ಬೆಸ್ಟ್
Offensive_Targeted_Insult_Group,ಕಥೆಯಲ್ಲಿ ದಮ್ ಇಲ್ಲ
